locus_tag	ftype	length_bp	gene	EC_number	COG	product
Shinsuense_04897	CDS	1944	lgt	2.5.1.145		Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
Shinsuense_04898	gene	810	trpA			
Shinsuense_04898	CDS	810	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
Shinsuense_04899	gene	1278	trpB			
Shinsuense_04899	CDS	1278	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
Shinsuense_04900	gene	819	trpC			
Shinsuense_04900	CDS	819	trpC	4.1.1.48	COG0134	Indole-3-glycerol phosphate synthase
Shinsuense_04901	gene	648				
Shinsuense_04901	CDS	648				hypothetical protein
Shinsuense_04902	gene	1539	trpE			
Shinsuense_04902	CDS	1539	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
Shinsuense_04903	gene	459	bcpB			
Shinsuense_04903	CDS	459	bcpB	1.11.1.15	COG1225	Putative peroxiredoxin
Shinsuense_04904	gene	1092	chaA			
Shinsuense_04904	CDS	1092	chaA		COG0387	Sodium-potassium/proton antiporter ChaA
Shinsuense_04905	gene	1515	pknD_11			
Shinsuense_04905	CDS	1515	pknD_11	2.7.11.1		Serine/threonine-protein kinase PknD
Shinsuense_04906	gene	1494	yhdG_4			
Shinsuense_04906	CDS	1494	yhdG_4		COG0531	putative amino acid permease YhdG
Shinsuense_04907	gene	1053				
Shinsuense_04907	CDS	1053				hypothetical protein
Shinsuense_04908	gene	1821	cphA			
Shinsuense_04908	CDS	1821	cphA	6.3.2.29	COG0769	Cyanophycin synthetase
Shinsuense_04909	gene	1536				
Shinsuense_04909	CDS	1536				hypothetical protein
Shinsuense_04910	gene	219				
Shinsuense_04910	CDS	219				hypothetical protein
Shinsuense_04911	gene	345				
Shinsuense_04911	CDS	345				hypothetical protein
Shinsuense_04912	gene	1092				
Shinsuense_04912	CDS	1092				hypothetical protein
Shinsuense_04913	gene	336	hisI			
Shinsuense_04913	CDS	336	hisI	3.5.4.19	COG0139	Phosphoribosyl-AMP cyclohydrolase
Shinsuense_04914	gene	786	hisF			
Shinsuense_04914	CDS	786	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
Shinsuense_04915	gene	813	impA			
Shinsuense_04915	CDS	813	impA	3.1.3.25	COG0483	putative inositol 1-monophosphatase ImpA
Shinsuense_04916	gene	735	priA_1			
Shinsuense_04916	CDS	735	priA_1	5.3.1.16	COG0106	Phosphoribosyl isomerase A
Shinsuense_04917	gene	633	hisH			
Shinsuense_04917	CDS	633	hisH	4.3.2.10		Imidazole glycerol phosphate synthase subunit HisH
Shinsuense_04918	gene	633	hisB			
Shinsuense_04918	CDS	633	hisB	4.2.1.19	COG0131	Imidazoleglycerol-phosphate dehydratase
Shinsuense_04919	gene	1149	hisC			
Shinsuense_04919	CDS	1149	hisC	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
Shinsuense_04920	gene	1236	hisD			
Shinsuense_04920	CDS	1236	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
Shinsuense_04921	gene	411				
Shinsuense_04921	CDS	411				hypothetical protein
Shinsuense_04922	gene	858	nadC			
Shinsuense_04922	CDS	858	nadC	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
Shinsuense_04923	gene	1575	nadB			
Shinsuense_04923	CDS	1575	nadB	1.4.3.16	COG0029	L-aspartate oxidase
Shinsuense_04924	gene	1059	nadA			
Shinsuense_04924	CDS	1059	nadA	2.5.1.72	COG0379	Quinolinate synthase A
Shinsuense_04925	gene	708				
Shinsuense_04925	CDS	708				hypothetical protein
Shinsuense_04926	gene	1368				
Shinsuense_04926	CDS	1368				putative inactive lipase
Shinsuense_04927	gene	699				
Shinsuense_04927	CDS	699				putative protein
Shinsuense_04928	gene	225				
Shinsuense_04928	CDS	225				putative protein
Shinsuense_04929	gene	1050	bioB			
Shinsuense_04929	CDS	1050	bioB	2.8.1.6	COG0502	Biotin synthase
Shinsuense_04930	gene	693				
Shinsuense_04930	CDS	693				hypothetical protein
Shinsuense_04931	gene	681	bioD			
Shinsuense_04931	CDS	681	bioD	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD
Shinsuense_04932	gene	1170	bioF1			
Shinsuense_04932	CDS	1170	bioF1	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase 1
Shinsuense_04933	gene	1314	bioA			
Shinsuense_04933	CDS	1314	bioA	2.6.1.62	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
Shinsuense_04934	gene	453				
Shinsuense_04934	CDS	453				hypothetical protein
Shinsuense_04935	gene	780				
Shinsuense_04935	CDS	780				hypothetical protein
Shinsuense_04936	gene	2166				
Shinsuense_04936	CDS	2166				hypothetical protein
Shinsuense_04937	gene	2178	glgX_2			
Shinsuense_04937	CDS	2178	glgX_2	3.2.1.-	COG1523	Glycogen operon protein GlgX 
Shinsuense_04938	gene	2298	treY			
Shinsuense_04938	CDS	2298	treY	5.4.99.15	COG3280	Putative maltooligosyl trehalose synthase
Shinsuense_04939	gene	1764	treZ			
Shinsuense_04939	CDS	1764	treZ	3.2.1.141	COG0296	Malto-oligosyltrehalose trehalohydrolase
Shinsuense_04940	gene	1326	ptsJ			
Shinsuense_04940	CDS	1326	ptsJ		COG1167	Vitamin B6 salvage pathway transcriptional repressor PtsJ
Shinsuense_04941	gene	537				
Shinsuense_04941	CDS	537				hypothetical protein
Shinsuense_04942	gene	1281	ilvA			
Shinsuense_04942	CDS	1281	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
Shinsuense_04943	gene	438				
Shinsuense_04943	CDS	438		1.1.98.-		F420H(2)-dependent quinone reductase
Shinsuense_04944	gene	231				
Shinsuense_04944	CDS	231				hypothetical protein
Shinsuense_04945	gene	1875	plsB1			
Shinsuense_04945	CDS	1875	plsB1		COG2937	Putative acyltransferase plsB1
Shinsuense_04946	gene	1827				
Shinsuense_04946	CDS	1827		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
Shinsuense_04947	gene	3543	dnaE1			
Shinsuense_04947	CDS	3543	dnaE1	2.7.7.7	COG0587	DNA polymerase III subunit alpha
Shinsuense_04948	gene	432				
Shinsuense_04948	CDS	432				putative protein
Shinsuense_04949	gene	804				
Shinsuense_04949	CDS	804				hypothetical protein
Shinsuense_04950	gene	297				
Shinsuense_04950	CDS	297		1.-.-.-		putative oxidoreductase
Shinsuense_04951	gene	675				
Shinsuense_04951	CDS	675		1.-.-.-		putative oxidoreductase
Shinsuense_04952	gene	330	glbN			
Shinsuense_04952	CDS	330	glbN		COG2346	Group 1 truncated hemoglobin GlbN
Shinsuense_04953	gene	636	lprI			
Shinsuense_04953	CDS	636	lprI		COG4461	Lipoprotein LprI
Shinsuense_04954	gene	639				
Shinsuense_04954	CDS	639				hypothetical protein
Shinsuense_04955	gene	885				
Shinsuense_04955	CDS	885		5.4.99.-	COG0564	putative RNA pseudouridine synthase
Shinsuense_04956	gene	534	lspA			
Shinsuense_04956	CDS	534	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
Shinsuense_04957	gene	984	ansA			
Shinsuense_04957	CDS	984	ansA	3.5.1.1	COG0252	putative L-asparaginase
Shinsuense_04958	gene	1398	dinB1			
Shinsuense_04958	CDS	1398	dinB1	2.7.7.7	COG0389	DNA polymerase IV 1
Shinsuense_04959	gene	567	rsmA_2			
Shinsuense_04959	CDS	567	rsmA_2	2.1.1.182		Ribosomal RNA small subunit methyltransferase A
Shinsuense_04960	gene	522				
Shinsuense_04960	CDS	522				hypothetical protein
Shinsuense_04961	gene	582				
Shinsuense_04961	CDS	582				hypothetical protein
Shinsuense_04962	gene	3201	ileS			
Shinsuense_04962	CDS	3201	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
Shinsuense_04963	gene	267				
Shinsuense_04963	CDS	267				hypothetical protein
Shinsuense_04964	gene	1509	papA3			
Shinsuense_04964	CDS	1509	papA3	2.3.1.-	COG1020	Acyltransferase papA3
Shinsuense_04965	gene	1404				
Shinsuense_04965	CDS	1404				hypothetical protein
Shinsuense_04966	gene	1122				
Shinsuense_04966	CDS	1122		2.4.-.-	COG1819	putative glycosyltransferase
Shinsuense_04967	gene	735	gap_1			
Shinsuense_04967	CDS	735	gap_1			Peptidoglycolipid exporter Gap
Shinsuense_04968	gene	750				
Shinsuense_04968	CDS	750				hypothetical protein
Shinsuense_04969	gene	672	tam_4			
Shinsuense_04969	CDS	672	tam_4	2.1.1.144		Trans-aconitate 2-methyltransferase
Shinsuense_04970	gene	543	wbbL2			
Shinsuense_04970	CDS	543	wbbL2			putative protein
Shinsuense_04971	gene	303				
Shinsuense_04971	CDS	303				hypothetical protein
Shinsuense_04972	gene	234				
Shinsuense_04972	CDS	234				hypothetical protein
Shinsuense_04973	gene	120				
Shinsuense_04973	CDS	120				hypothetical protein
Shinsuense_04974	gene	1113				
Shinsuense_04974	CDS	1113		1.13.12.-	COG2070	Putative monooxygenase
Shinsuense_04975	gene	564				
Shinsuense_04975	CDS	564				hypothetical protein
Shinsuense_04976	gene	5037	pks5_1			
Shinsuense_04976	CDS	5037	pks5_1	2.3.1.-	COG3321	Mycocerosic acid synthase-like polyketide synthase
Shinsuense_04977	gene	1191	pks5_2			
Shinsuense_04977	CDS	1191	pks5_2	2.3.1.-	COG3321	Mycocerosic acid synthase-like polyketide synthase
Shinsuense_04978	gene	657	COQ3_4			
Shinsuense_04978	CDS	657	COQ3_4	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
Shinsuense_04979	gene	1620				
Shinsuense_04979	CDS	1620				hypothetical protein
Shinsuense_04980	gene	501				
Shinsuense_04980	CDS	501				hypothetical protein
Shinsuense_04981	gene	1017	rfbG			
Shinsuense_04981	CDS	1017	rfbG	4.2.1.45	COG0451	CDP-glucose 4,6-dehydratase
Shinsuense_04982	gene	1344	spnQ			
Shinsuense_04982	CDS	1344	spnQ	4.2.1.164		dTDP-4-dehydro-2,6-dideoxy-D-glucose 3-dehydratase
Shinsuense_04983	gene	777	rfbF			
Shinsuense_04983	CDS	777	rfbF	2.7.7.33	COG1208	Glucose-1-phosphate cytidylyltransferase
Shinsuense_04984	gene	963				
Shinsuense_04984	CDS	963		2.4.-.-		putative glycosyltransferase
Shinsuense_04985	gene	1821	ilvG_2			
Shinsuense_04985	CDS	1821	ilvG_2	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
Shinsuense_04986	gene	690				
Shinsuense_04986	CDS	690				hypothetical protein
Shinsuense_04987	gene	549	fabG_8			
Shinsuense_04987	CDS	549	fabG_8	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
Shinsuense_04988	gene	1089	aroB_1			
Shinsuense_04988	CDS	1089	aroB_1	4.2.3.4	COG0337	3-dehydroquinate synthase
Shinsuense_04989	gene	1278	xylB_3			
Shinsuense_04989	CDS	1278	xylB_3	2.7.1.17		Xylulose kinase
Shinsuense_04990	gene	498				
Shinsuense_04990	CDS	498				hypothetical protein
Shinsuense_04991	gene	1074				
Shinsuense_04991	CDS	1074				hypothetical protein
Shinsuense_04992	gene	639				
Shinsuense_04992	CDS	639				putative protein
Shinsuense_04993	gene	429				
Shinsuense_04993	CDS	429				hypothetical protein
Shinsuense_04994	gene	663				
Shinsuense_04994	CDS	663				hypothetical protein
Shinsuense_04995	gene	1227				
Shinsuense_04995	CDS	1227				hypothetical protein
Shinsuense_04996	gene	639				
Shinsuense_04996	CDS	639				hypothetical protein
Shinsuense_04997	gene	213				
Shinsuense_04997	CDS	213			COG5285	putative protein
Shinsuense_04998	gene	1050	pimF			
Shinsuense_04998	CDS	1050	pimF	2.4.-.-	COG0463	Putative glycosyltransferases
Shinsuense_04999	gene	717				
Shinsuense_04999	CDS	717				hypothetical protein
Shinsuense_05000	gene	159				
Shinsuense_05000	CDS	159				hypothetical protein
Shinsuense_05001	gene	1083	arnC_2			
Shinsuense_05001	CDS	1083	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
Shinsuense_05002	gene	408				
Shinsuense_05002	CDS	408				hypothetical protein
Shinsuense_05003	gene	1020	galE			
Shinsuense_05003	CDS	1020	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
Shinsuense_05004	gene	1257	algD			
Shinsuense_05004	CDS	1257	algD	1.1.1.132	COG1004	GDP-mannose 6-dehydrogenase
Shinsuense_05005	gene	525				
Shinsuense_05005	CDS	525				hypothetical protein
Shinsuense_05006	gene	1857				
Shinsuense_05006	CDS	1857				hypothetical protein
Shinsuense_05007	gene	213				
Shinsuense_05007	CDS	213			COG3360	Dodecin
Shinsuense_05008	gene	180				
Shinsuense_05008	CDS	180				hypothetical protein
Shinsuense_05009	gene	978				
Shinsuense_05009	CDS	978				hypothetical protein
Shinsuense_05010	gene	990				
Shinsuense_05010	CDS	990		3.6.-.-	COG1703	putative GTPase
Shinsuense_05011	gene	2262	mutB			
Shinsuense_05011	CDS	2262	mutB	5.4.99.2	COG1884	putative methylmalonyl-CoA mutase large subunit
Shinsuense_05012	gene	1878	mutA			
Shinsuense_05012	CDS	1878	mutA	5.4.99.2	COG1884	putative methylmalonyl-CoA mutase small subunit
Shinsuense_05013	gene	867				
Shinsuense_05013	CDS	867				hypothetical protein
Shinsuense_05014	gene	975				
Shinsuense_05014	CDS	975				hypothetical protein
Shinsuense_05015	gene	1521	sasA_3			
Shinsuense_05015	CDS	1521	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
Shinsuense_05016	gene	981	rcsC_2			
Shinsuense_05016	CDS	981	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
Shinsuense_05017	gene	699	raaS_2			
Shinsuense_05017	CDS	699	raaS_2			HTH-type transcriptional regulatory protein RaaS
Shinsuense_05018	gene	468				
Shinsuense_05018	CDS	468				hypothetical protein
Shinsuense_05019	gene	357				
Shinsuense_05019	CDS	357				hypothetical protein
Shinsuense_05020	gene	1155				
Shinsuense_05020	CDS	1155			COG0330	putative protein
Shinsuense_05021	gene	435				
Shinsuense_05021	CDS	435				hypothetical protein
Shinsuense_05022	gene	984				
Shinsuense_05022	CDS	984				putative protein
Shinsuense_05023	gene	1023	hemH			
Shinsuense_05023	CDS	1023	hemH	4.99.1.1	COG0276	Ferrochelatase
Shinsuense_05024	gene	810	inhA_2			
Shinsuense_05024	CDS	810	inhA_2	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH]
Shinsuense_05025	gene	768	fabG1			
Shinsuense_05025	CDS	768	fabG1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG1
Shinsuense_05026	gene	1008				
Shinsuense_05026	CDS	1008				hypothetical protein
Shinsuense_05027	gene	975				
Shinsuense_05027	CDS	975			COG1721	putative protein
Shinsuense_05028	gene	1116				
Shinsuense_05028	CDS	1116				hypothetical protein
Shinsuense_05029	gene	720	ripB			
Shinsuense_05029	CDS	720	ripB	3.4.-.-	COG0791	Peptidoglycan endopeptidase RipB
Shinsuense_05030	gene	1410	ripA			
Shinsuense_05030	CDS	1410	ripA	3.4.-.-	COG0791	Peptidoglycan endopeptidase RipA
Shinsuense_05031	gene	552				
Shinsuense_05031	CDS	552				hypothetical protein
Shinsuense_05032	gene	2820	acn			
Shinsuense_05032	CDS	2820	acn	4.2.1.3	COG1048	Aconitate hydratase A
Shinsuense_05033	gene	564				
Shinsuense_05033	CDS	564				HTH-type transcriptional repressor
Shinsuense_05034	gene	192				
Shinsuense_05034	CDS	192				hypothetical protein
Shinsuense_05035	gene	1629	ybiT			
Shinsuense_05035	CDS	1629	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
Shinsuense_05036	gene	810				
Shinsuense_05036	CDS	810		4.2.1.17	COG1024	putative enoyl-CoA hydratase echA12
Shinsuense_05037	gene	339	trxC_2			
Shinsuense_05037	CDS	339	trxC_2		COG0526	Putative thioredoxin 2
Shinsuense_05038	gene	357	trxC_3			
Shinsuense_05038	CDS	357	trxC_3		COG0526	Putative thioredoxin 2
Shinsuense_05039	gene	1980	ctpD			
Shinsuense_05039	CDS	1980	ctpD	3.6.3.-	COG2217	putative cobalt/nickel-exporting P-type ATPase
Shinsuense_05040	gene	1098				
Shinsuense_05040	CDS	1098				hypothetical protein
Shinsuense_05041	gene	1830	dmdC			
Shinsuense_05041	CDS	1830	dmdC	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
Shinsuense_05042	gene	1506				
Shinsuense_05042	CDS	1506				hypothetical protein
Shinsuense_05043	gene	348				
Shinsuense_05043	CDS	348				hypothetical protein
Shinsuense_05044	gene	477	sufU			
Shinsuense_05044	CDS	477	sufU	2.-.-.-	COG0822	Zinc-dependent sulfurtransferase SufU
Shinsuense_05045	gene	1254	csd			
Shinsuense_05045	CDS	1254	csd	2.8.1.7	COG0520	putative cysteine desulfurase
Shinsuense_05046	gene	783	sufC			
Shinsuense_05046	CDS	783	sufC		COG0396	Vegetative protein 296
Shinsuense_05047	gene	1200				
Shinsuense_05047	CDS	1200				hypothetical protein
Shinsuense_05048	gene	1446				
Shinsuense_05048	CDS	1446				hypothetical protein
Shinsuense_05049	gene	747				
Shinsuense_05049	CDS	747				hypothetical protein
Shinsuense_05050	gene	1842				
Shinsuense_05050	CDS	1842		2.4.1.-		Alpha-(1->6)-mannopyranosyltransferase
Shinsuense_05051	gene	960	drrA_2			
Shinsuense_05051	CDS	960	drrA_2	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
Shinsuense_05052	gene	789				
Shinsuense_05052	CDS	789				hypothetical protein
Shinsuense_05053	gene	957	ctaA			
Shinsuense_05053	CDS	957	ctaA	1.3.-.-		Heme A synthase
Shinsuense_05054	gene	855				
Shinsuense_05054	CDS	855				hypothetical protein
Shinsuense_05055	gene	990	qorA			
Shinsuense_05055	CDS	990	qorA	1.6.5.5	COG0604	Quinone oxidoreductase 1
Shinsuense_05056	gene	1257				
Shinsuense_05056	CDS	1257				hypothetical protein
Shinsuense_05057	gene	3657				
Shinsuense_05057	CDS	3657		3.2.1.-	COG0637	putative glycosyl hydrolase
Shinsuense_05058	gene	525				
Shinsuense_05058	CDS	525				hypothetical protein
Shinsuense_05059	gene	228				
Shinsuense_05059	CDS	228				hypothetical protein
Shinsuense_05060	gene	975	ctaB			
Shinsuense_05060	CDS	975	ctaB	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
Shinsuense_05061	gene	2103	tkt			
Shinsuense_05061	CDS	2103	tkt	2.2.1.1	COG0021	Transketolase
Shinsuense_05062	gene	1122	tal			
Shinsuense_05062	CDS	1122	tal	2.2.1.2	COG0176	Transaldolase
Shinsuense_05063	gene	699	zwf2_1			
Shinsuense_05063	CDS	699	zwf2_1	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase 2
Shinsuense_05064	gene	822	zwf2_2			
Shinsuense_05064	CDS	822	zwf2_2	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase 2
Shinsuense_05065	gene	912				
Shinsuense_05065	CDS	912				hypothetical protein
Shinsuense_05066	gene	744	pgl			
Shinsuense_05066	CDS	744	pgl	3.1.1.31	COG0363	6-phosphogluconolactonase
Shinsuense_05067	gene	348				
Shinsuense_05067	CDS	348				hypothetical protein
Shinsuense_05068	gene	1131				
Shinsuense_05068	CDS	1131				hypothetical protein
Shinsuense_05069	gene	354				
Shinsuense_05069	CDS	354				hypothetical protein
Shinsuense_05070	gene	2808	ppc			
Shinsuense_05070	CDS	2808	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
Shinsuense_05071	gene	234	secG			
Shinsuense_05071	CDS	234	secG		COG1314	putative protein-export membrane protein SecG
Shinsuense_05072	gene	345				
Shinsuense_05072	CDS	345				hypothetical protein
Shinsuense_05073	gene	729	gntR			
Shinsuense_05073	CDS	729	gntR			putative D-xylose utilization operon transcriptional repressor
Shinsuense_05074	gene	1344	puuP_3			
Shinsuense_05074	CDS	1344	puuP_3		COG0531	Putrescine importer PuuP
Shinsuense_05075	gene	2940	argD_2			
Shinsuense_05075	CDS	2940	argD_2	2.6.1.17		Acetylornithine/succinyldiaminopimelate aminotransferase
Shinsuense_05076	gene	786	tpiA			
Shinsuense_05076	CDS	786	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
Shinsuense_05077	gene	1251	pgk			
Shinsuense_05077	CDS	1251	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
Shinsuense_05078	gene	1041	gap_2			
Shinsuense_05078	CDS	1041	gap_2	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase
Shinsuense_05079	gene	678				
Shinsuense_05079	CDS	678				hypothetical protein
Shinsuense_05080	gene	1422	thi4			
Shinsuense_05080	CDS	1422	thi4	2.4.2.59		Thiamine thiazole synthase
Shinsuense_05081	gene	1749				
Shinsuense_05081	CDS	1749				hypothetical protein
Shinsuense_05082	gene	1839				
Shinsuense_05082	CDS	1839				hypothetical protein
Shinsuense_05083	gene	882				
Shinsuense_05083	CDS	882			COG0204	putative protein
Shinsuense_05084	gene	1635	menE_8			
Shinsuense_05084	CDS	1635	menE_8	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
Shinsuense_05085	gene	1284				
Shinsuense_05085	CDS	1284				hypothetical protein
Shinsuense_05086	gene	1383				
Shinsuense_05086	CDS	1383		2.3.1.20		Putative diacyglycerol O-acyltransferase
Shinsuense_05087	gene	978	whiA			
Shinsuense_05087	CDS	978	whiA		COG1481	putative cell division protein WhiA
Shinsuense_05088	gene	1077				
Shinsuense_05088	CDS	1077			COG0391	Putative gluconeogenesis factor
Shinsuense_05089	gene	921				
Shinsuense_05089	CDS	921			COG1660	Nucleotide-binding protein
Shinsuense_05090	gene	1944	uvrC			
Shinsuense_05090	CDS	1944	uvrC		COG0322	UvrABC system protein C
Shinsuense_05091	gene	1470				
Shinsuense_05091	CDS	1470				hypothetical protein
Shinsuense_05092	gene	654	lprH			
Shinsuense_05092	CDS	654	lprH			Putative lipoprotein LprH
Shinsuense_05093	gene	471				
Shinsuense_05093	CDS	471				putative protein
Shinsuense_05094	gene	483	ribH			
Shinsuense_05094	CDS	483	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
Shinsuense_05095	gene	1278	ribBA_2			
Shinsuense_05095	CDS	1278	ribBA_2		COG0108	Riboflavin biosynthesis protein RibBA
Shinsuense_05096	gene	624	ribE			
Shinsuense_05096	CDS	624	ribE	2.5.1.9	COG0307	Riboflavin synthase
Shinsuense_05097	gene	711	lprG			
Shinsuense_05097	CDS	711	lprG			Lipoarabinomannan carrier protein LprG
Shinsuense_05098	gene	1554				
Shinsuense_05098	CDS	1554				putative triacylglyceride transporter
Shinsuense_05099	gene	1020	ribD			
Shinsuense_05099	CDS	1020	ribD		COG0117	Riboflavin biosynthesis protein RibD
Shinsuense_05100	gene	690	rpe			
Shinsuense_05100	CDS	690	rpe	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
Shinsuense_05101	gene	1446				
Shinsuense_05101	CDS	1446		2.1.1.-	COG0144	Putative methyltransferase
Shinsuense_05102	gene	939	fmt			
Shinsuense_05102	CDS	939	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
Shinsuense_05103	gene	825				
Shinsuense_05103	CDS	825				putative protein
